CNT,Image Path,Launch String,MD5,Signer
2,c:\windows\system32\mydocs.dll,HKCR\CLSID\{4a7ded0a-ad25-11d0-98a8-0800361b1103},8A6516D8A502AA59A4D48F87350ADFD1,(Verified) Microsoft Windows
2,c:\windows\system32\dfsshlex.dll,HKCR\CLSID\{ECCDF543-45CC-11CE-B9BF-0080C87CDBA6},99995723DE0AA3974688B0D930161510,(Verified) Microsoft Windows
2,c:\windows\system32\shell32.dll,HKCR\CLSID\{ef43ecfe-2ab9-4632-bf21-58909dd177f0},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
2,c:\windows\system32\shell32.dll,HKCR\CLSID\{217FC9C0-3AEA-1069-A2DB-08002B30309D},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
2,c:\windows\system32\ntshrui.dll,HKCR\CLSID\{40dd6e20-7c17-11ce-a804-00aa003ca9f6},1831D835B01FC06B0FC452349FBD68A0,(Verified) Microsoft Windows
2,c:\windows\system32\wpdshext.dll,HKCR\CLSID\{D6791A63-E7E2-4fee-BF52-5DED8E86E9B8},9ED28C9381DD5DA358C3F4B15CC087C0,(Verified) Microsoft Windows
2,c:\windows\system32\ehstorshell.dll,HKCR\CLSID\{2854F705-3548-414C-A113-93E27C808C85},3AFED0EB98413A383F3B2D6C7409F414,(Verified) Microsoft Windows
2,c:\windows\system32\workfoldersshell.dll,HKCR\CLSID\{97D47D56-3777-49FB-8E8F-90D7E30E1A1E},196E3592C1592F8AAEB36EE0ECFA3A4B,(Verified) Microsoft Windows
2,c:\windows\system32\workfoldersshell.dll,HKCR\CLSID\{63260BCE-A3FB-4A34-AA51-D4D8E877B62B},196E3592C1592F8AAEB36EE0ECFA3A4B,(Verified) Microsoft Windows
2,c:\windows\system32\dsregcmd.exe,"%SystemRoot%\System32\dsregcmd.exe" $(Arg0) $(Arg1) $(Arg2),0DE6FD642798DDFAE5CD04CF468EC181,(Verified) Microsoft Windows
2,c:\windows\system32\dsregtask.dll,HKCR\CLSID\{C662D912-E4D6-44A3-89A0-20550514951D},E334B8AC68975EC8C1F77D36883E839F,(Verified) Microsoft Windows
2,c:\windows\system32\dsregcmd.exe,"%SystemRoot%\System32\dsregcmd.exe" /checkrecovery,0DE6FD642798DDFAE5CD04CF468EC181,(Verified) Microsoft Windows
2,c:\windows\system32\wifitask.exe,"%SystemRoot%\System32\WiFiTask.exe" wwan,16BDB1E1900A48595BD8579EA31F7782,(Verified) Microsoft Windows
2,c:\windows\system32\mbmediamanager.dll,HKCR\CLSID\{C93CF9D5-031B-4AAA-AB0B-EF802347B381},CD359B88FEA2FFD7A6230E0741CA6E04,(Verified) Microsoft Windows
2,c:\windows\system32\xblgamesavetask.exe,"%windir%\System32\XblGameSaveTask.exe" standby,27ECE00F294124A42B5DEE0BF387D852,(Verified) Microsoft Windows
2,c:\program files (x86)\mozilla maintenance service\maintenanceservice.exe,"C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe",F18F6613337571E8B4893B022BC74C19,(Verified) Mozilla Corporation
2,c:\windows\system32\ntshrui.dll,HKCR\CLSID\{e2bf9676-5f8f-435c-97eb-11607a5bedf7},1831D835B01FC06B0FC452349FBD68A0,(Verified) Microsoft Windows
2,c:\windows\system32\shell32.dll,HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
2,c:\windows\system32\shell32.dll,HKCR\CLSID\{90AA3A4E-1CBA-4233-B8BB-535773D48449},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{6F26A6CD-967B-47FD-874A-7AED2C9D25A2},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\syswow64\qcap.dll,HKCR\CLSID\{8596E5F0-0DA5-11D0-BD21-00A0C911CE86},5B841FC804FDEFA49F6673013F686585,(Verified) Microsoft Windows
2,c:\windows\syswow64\qdvd.dll,HKCR\CLSID\{9B8C4620-2C1A-11D0-8493-00A02438AD48},3C88261029F6ACB0ECFA85BD6E8D9F0B,(Verified) Microsoft Windows
2,c:\windows\syswow64\qdvd.dll,HKCR\CLSID\{A0025E90-E45B-11D1-ABE9-00A0C905F375},3C88261029F6ACB0ECFA85BD6E8D9F0B,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{A888DF60-1E90-11CF-AC98-00AA004C0FA9},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\msmpeg2enc.dll,HKCR\CLSID\{ACD453BC-C58A-44D1-BBF5-BFB325BE2D78},850735DDBE104674168A7882AEA4197E,(Verified) Microsoft Windows
2,c:\windows\syswow64\wstpager.ax,HKCR\CLSID\{AD6C8934-F31B-4F43-B5E4-0541C1452F6F},E2DFF5D3969C68C046D53088E8FD6C36,(Verified) Microsoft Windows
2,c:\windows\syswow64\mpg2splt.ax,HKCR\CLSID\{AFB6C280-2C41-11D3-8A60-0000F81E0E4A},7537FBA1442CF9A29A75C799E4E927FB,(Verified) Microsoft Windows
2,c:\windows\syswow64\qdv.dll,HKCR\CLSID\{B1B77C00-C3E4-11CF-AF79-00AA00B67A42},2902DD8833BF748971CE1E7EBCC3F85F,(Verified) Microsoft Windows
2,c:\windows\syswow64\qedit.dll,HKCR\CLSID\{C1F400A0-3F08-11D3-9F0B-006008039E37},1C41A1D4A077572852A4AB17ACC1297A,(Verified) Microsoft Windows
2,c:\windows\syswow64\qedit.dll,HKCR\CLSID\{C1F400A4-3F08-11D3-9F0B-006008039E37},1C41A1D4A077572852A4AB17ACC1297A,(Verified) Microsoft Windows
2,c:\windows\syswow64\vbisurf.ax,HKCR\CLSID\{814B9800-1C88-11D1-BAD9-00609744111A},1932B489324863BF6FBF2A9CED8D9ACE,(Verified) Microsoft Windows
2,c:\windows\syswow64\qasf.dll,HKCR\CLSID\{7C23220E-55BB-11D3-8B16-00C04FB6BD3D},294DC608031DB014B5992B9172E402FB,(Verified) Microsoft Windows
2,c:\windows\syswow64\mpeg2data.ax,HKCR\CLSID\{C666E115-BB62-4027-A113-82D643FE2D99},F36EA19D755EB4438A5C88D3D6DB5E9B,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{4A2286E0-7BEF-11CE-9BD9-0000E202599C},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\qdv.dll,HKCR\CLSID\{4EB31670-9FC6-11CF-AF6E-00AA00B67A42},2902DD8833BF748971CE1E7EBCC3F85F,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{51B4ABF3-748F-4E3B-A276-C828330E926A},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\msmpeg2enc.dll,HKCR\CLSID\{5F5AFF4A-2F7F-4279-88C2-CD88EB39D144},850735DDBE104674168A7882AEA4197E,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{6A08CF80-0E18-11CF-A24D-0020AFD79767},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{6BC1CFFA-8FC1-4261-AC22-CFB4CC38DB50},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\sbe.dll,HKCR\CLSID\{6CFAD761-735D-4AA5-8AFC-AF91A7D61EBA},7BD27E8DA94BCF23E0567570D1C6ABAB,(Verified) Microsoft Windows
2,c:\windows\syswow64\qdvd.dll,HKCR\CLSID\{6E8D4A20-310C-11D0-B79A-00AA003767A7},3C88261029F6ACB0ECFA85BD6E8D9F0B,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{6F26A6CD-967B-47FD-874A-7AED2C9D25A2},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{70E102B0-5556-11CE-97C0-00AA0055595A},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\wstpager.ax,HKCR\CLSID\{7B3BC2A0-AA50-4ae7-BD44-B03649EC87C2},E2DFF5D3969C68C046D53088E8FD6C36,(Verified) Microsoft Windows
2,c:\windows\syswow64\msac3enc.dll,HKCR\CLSID\{C6B400E2-20A7-4E58-A2FE-24619682CE6C},D2C7FEE5525B6C0BC1CCAA990A674D1B,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{48025243-2D39-11CE-875D-00608CB78066},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{E436EBB6-524F-11CE-9F53-0020AF0BA770},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\qcap.dll,HKCR\CLSID\{F8388A40-D5BB-11D0-BE5A-0080C706568E},5B841FC804FDEFA49F6673013F686585,(Verified) Microsoft Windows
2,c:\windows\syswow64\evr.dll,HKCR\CLSID\{FA10746C-9B63-4B6C-BC49-FC300EA5F256},7248D39418E3959F2DB8F7C5C5EF84EF,(Verified) Microsoft Windows
2,c:\windows\syswow64\psisrndr.ax,HKCR\CLSID\{FC772AB0-0C7F-11D3-8FF2-00A0C9224CF4},3752AD4E1408CA68198B91D4FE7C53C8,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{FEB50740-7BEF-11CE-9BD9-0000E202599C},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\system32\msrawimage.dll,HKCR\CLSID\{41945702-8302-44A6-9445-AC98E8AFA086},AB6E1144EBA33F39AC16CA1372A5AF44,(Verified) Microsoft Windows
2,c:\windows\system32\windowscodecsraw.dll,HKCR\CLSID\{5FDD51E2-A9D0-44CE-8C8D-162BA0C591A0},77F90E702368B144CC7CAE46B86DCDC4,(Verified) Microsoft Windows
2,c:\windows\syswow64\msrawimage.dll,HKCR\CLSID\{41945702-8302-44A6-9445-AC98E8AFA086},AA65F8CBB1487CE30F8E26AB1282E321,(Verified) Microsoft Windows
2,c:\windows\syswow64\windowscodecsraw.dll,HKCR\CLSID\{5FDD51E2-A9D0-44CE-8C8D-162BA0C591A0},4F89ED4934921E01D8C7A6F025FC4FFE,(Verified) Microsoft Windows
2,c:\program files (x86)\microsoft\edge\application\msedge.exe,"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --no-startup-window --win-session-start /prefetch:5,52404AD37CFAFDF489138D3875387D50,(Verified) Microsoft Corporation
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{E436EBB5-524F-11CE-9F53-0020AF0BA770},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{E4206432-01A1-4BEE-B3E1-3702C8EDC574},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\sbe.dll,HKCR\CLSID\{C9F5FE02-F851-4EB5-99EE-AD602AF1E619},7BD27E8DA94BCF23E0567570D1C6ABAB,(Verified) Microsoft Windows
2,c:\windows\syswow64\qcap.dll,HKCR\CLSID\{CC58E280-8AA1-11D1-B3F1-00AA003761C5},5B841FC804FDEFA49F6673013F686585,(Verified) Microsoft Windows
2,c:\windows\syswow64\qdvd.dll,HKCR\CLSID\{CD8743A1-3736-11D0-9E69-00C04FD7C15B},3C88261029F6ACB0ECFA85BD6E8D9F0B,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{CF49D4E0-1115-11CE-B03A-0020AF0BA770},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D3588AB0-0781-11CE-B03A-0020AF0BA770},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D51BD5A1-7548-11CF-A520-0080C77EF58A},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D51BD5A2-7548-11CF-A520-0080C77EF58A},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D51BD5A3-7548-11CF-A520-0080C77EF58A},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{D51BD5A5-7548-11CF-A520-0080C77EF58A},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\msmpeg2adec.dll,HKCR\CLSID\{E1F1A0B8-BEEE-490D-BA7C-066C40B5E2B9},5B193E4C7AB8ECDB20635D8CAB8AE5D2,(Verified) Microsoft Windows
2,c:\windows\syswow64\sbe.dll,HKCR\CLSID\{E2448508-95DA-4205-9A27-7EC81E723B1A},7BD27E8DA94BCF23E0567570D1C6ABAB,(Verified) Microsoft Windows
2,c:\windows\syswow64\qcap.dll,HKCR\CLSID\{E2510970-F137-11CE-8B67-00AA00A3F1A6},5B841FC804FDEFA49F6673013F686585,(Verified) Microsoft Windows
2,c:\windows\syswow64\msmpeg2enc.dll,HKCR\CLSID\{42150CD9-CA9A-4EA5-9939-30EE037F6E74},850735DDBE104674168A7882AEA4197E,(Verified) Microsoft Windows
2,c:\windows\system32\mpeg2data.ax,HKCR\CLSID\{C666E115-BB62-4027-A113-82D643FE2D99},036635ABC371D7DDB446D772829108F9,(Verified) Microsoft Windows
2,c:\windows\system32\msac3enc.dll,HKCR\CLSID\{C6B400E2-20A7-4E58-A2FE-24619682CE6C},FB584B03CA5647BB317CE28B20B769C6,(Verified) Microsoft Windows
2,c:\windows\system32\sbe.dll,HKCR\CLSID\{C9F5FE02-F851-4EB5-99EE-AD602AF1E619},3C5E43C633E0BAB61C05DB7D52EA77A4,(Verified) Microsoft Windows
2,c:\windows\system32\qcap.dll,HKCR\CLSID\{CC58E280-8AA1-11D1-B3F1-00AA003761C5},3EFCD89E28502A78BA76FD3024CDBDAD,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{CF49D4E0-1115-11CE-B03A-0020AF0BA770},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{D3588AB0-0781-11CE-B03A-0020AF0BA770},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A1-7548-11CF-A520-0080C77EF58A},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A2-7548-11CF-A520-0080C77EF58A},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A3-7548-11CF-A520-0080C77EF58A},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{D51BD5A5-7548-11CF-A520-0080C77EF58A},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\qedit.dll,HKCR\CLSID\{C1F400A4-3F08-11D3-9F0B-006008039E37},831CF516560AFF924D43B23C58040702,(Verified) Microsoft Windows
2,c:\windows\system32\qedit.dll,HKCR\CLSID\{C1F400A0-3F08-11D3-9F0B-006008039E37},831CF516560AFF924D43B23C58040702,(Verified) Microsoft Windows
2,c:\windows\system32\msmpeg2adec.dll,HKCR\CLSID\{E1F1A0B8-BEEE-490D-BA7C-066C40B5E2B9},148E13E11703B0FFD91B671195CB0487,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{70E102B0-5556-11CE-97C0-00AA0055595A},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\wstpager.ax,HKCR\CLSID\{7B3BC2A0-AA50-4ae7-BD44-B03649EC87C2},FC28DF10CD130E64000287C55C97BA8C,(Verified) Microsoft Windows
2,c:\windows\system32\qasf.dll,HKCR\CLSID\{7C23220E-55BB-11D3-8B16-00C04FB6BD3D},9BC58CEA8AFC3D5D0DAED09018CF54EB,(Verified) Microsoft Windows
2,c:\windows\system32\vbisurf.ax,HKCR\CLSID\{814B9800-1C88-11D1-BAD9-00609744111A},60707A79C9BA942319337776E599F02C,(Verified) Microsoft Windows
2,c:\windows\system32\qcap.dll,HKCR\CLSID\{8596E5F0-0DA5-11D0-BD21-00A0C911CE86},3EFCD89E28502A78BA76FD3024CDBDAD,(Verified) Microsoft Windows
2,c:\windows\system32\qdvd.dll,HKCR\CLSID\{9B8C4620-2C1A-11D0-8493-00A02438AD48},8CBEE56840ECA0B57B6A9EE8EF9816A2,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{A888DF60-1E90-11CF-AC98-00AA004C0FA9},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\msmpeg2enc.dll,HKCR\CLSID\{ACD453BC-C58A-44D1-BBF5-BFB325BE2D78},FEC559CB2285FE2EC7C348BE38CFE388,(Verified) Microsoft Windows
2,c:\windows\system32\wstpager.ax,HKCR\CLSID\{AD6C8934-F31B-4F43-B5E4-0541C1452F6F},FC28DF10CD130E64000287C55C97BA8C,(Verified) Microsoft Windows
2,c:\windows\system32\mpg2splt.ax,HKCR\CLSID\{AFB6C280-2C41-11D3-8A60-0000F81E0E4A},549EB7FCD28E4109DD5F934047F163C5,(Verified) Microsoft Windows
2,c:\windows\system32\qdv.dll,HKCR\CLSID\{B1B77C00-C3E4-11CF-AF79-00AA00B67A42},2868D5130BC10BEA223EB42E1C4F5304,(Verified) Microsoft Windows
2,c:\windows\system32\sbe.dll,HKCR\CLSID\{E2448508-95DA-4205-9A27-7EC81E723B1A},3C5E43C633E0BAB61C05DB7D52EA77A4,(Verified) Microsoft Windows
2,c:\windows\system32\msctfmonitor.dll,HKCR\CLSID\{01575CFE-9A55-4003-A5E1-F38D1EBDCBE1},FC2E1FFF12BDD491FB0C59C0547AF50B,(Verified) Microsoft Windows
2,c:\windows\syswow64\msmpeg2vdec.dll,HKCR\CLSID\{212690FB-83E5-4526-8FD7-74478B7939CD},AF80392C84E5677CF9CCBBC63A736B0C,(Verified) Microsoft Windows
2,c:\windows\syswow64\mpg2splt.ax,HKCR\CLSID\{280A3020-86CF-11D1-ABE6-00A0C905F375},7537FBA1442CF9A29A75C799E4E927FB,(Verified) Microsoft Windows
2,c:\windows\syswow64\sbe.dll,HKCR\CLSID\{2DB47AE5-CF39-43C2-B4D6-0CD8D90946F4},7BD27E8DA94BCF23E0567570D1C6ABAB,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{301056D0-6DFF-11D2-9EEB-006008039E37},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{336475D0-942A-11CE-A870-00AA002FEAB5},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{33FACFE0-A9BE-11D0-A520-00A0D10129C0},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\vbicodec.ax,HKCR\CLSID\{370A1D5D-DDEB-418C-81CD-189E0D4FA443},25EAC1579EEB9A2053AB8D7D58625312,(Verified) Microsoft Windows
2,c:\windows\syswow64\mpg2splt.ax,HKCR\CLSID\{3AE86B20-7BE8-11D1-ABE6-00A0C905F375},7537FBA1442CF9A29A75C799E4E927FB,(Verified) Microsoft Windows
2,c:\windows\syswow64\cca.dll,HKCR\CLSID\{3D07A539-35CA-447C-9B05-8D85CE924F9E},E78E5B434A4CC932B6226D57FC51F90D,(Verified) Microsoft Windows
2,c:\windows\syswow64\sbe.dll,HKCR\CLSID\{3E458037-0CA6-41aa-A594-2AA6C02D709B},7BD27E8DA94BCF23E0567570D1C6ABAB,(Verified) Microsoft Windows
2,c:\windows\syswow64\sbe.dll,HKCR\CLSID\{1f26a602-2b5c-4b63-b8e8-9ea5c1a7dc2e},7BD27E8DA94BCF23E0567570D1C6ABAB,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{1DA08500-9EDC-11CF-BC10-00AA00AC74F6},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\system32\qcap.dll,HKCR\CLSID\{E2510970-F137-11CE-8B67-00AA00A3F1A6},3EFCD89E28502A78BA76FD3024CDBDAD,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{E4206432-01A1-4BEE-B3E1-3702C8EDC574},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{E436EBB5-524F-11CE-9F53-0020AF0BA770},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{E436EBB6-524F-11CE-9F53-0020AF0BA770},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\system32\qcap.dll,HKCR\CLSID\{F8388A40-D5BB-11D0-BE5A-0080C706568E},3EFCD89E28502A78BA76FD3024CDBDAD,(Verified) Microsoft Windows
2,c:\windows\system32\evr.dll,HKCR\CLSID\{FA10746C-9B63-4B6C-BC49-FC300EA5F256},3C6818CA3191DDAB81E42818EA7F1892,(Verified) Microsoft Windows
2,c:\windows\system32\psisrndr.ax,HKCR\CLSID\{FC772AB0-0C7F-11D3-8FF2-00A0C9224CF4},061613418B458D63E83EC766D91C2403,(Verified) Microsoft Windows
2,c:\windows\system32\quartz.dll,HKCR\CLSID\{FEB50740-7BEF-11CE-9BD9-0000E202599C},AD271B16564BA79EE1659FF3F3E77C9F,(Verified) Microsoft Windows
2,c:\windows\syswow64\qdv.dll,HKCR\CLSID\{129D7E40-C10D-11D0-AFB9-00AA00B67A42},2902DD8833BF748971CE1E7EBCC3F85F,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{1643E180-90F5-11CE-97D5-00AA0055595A},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\syswow64\qasf.dll,HKCR\CLSID\{187463A0-5BB7-11D3-ACBE-0080C75E246E},294DC608031DB014B5992B9172E402FB,(Verified) Microsoft Windows
2,c:\windows\syswow64\quartz.dll,HKCR\CLSID\{1B544C20-FD0B-11CE-8C63-00AA0044B51E},CCB171A5520D709E3659941725101B80,(Verified) Microsoft Windows
2,c:\windows\system32\wdc.dll,HKCR\CLSID\{855FEC53-D2E4-4999-9E87-3414E9CF0FF4},1379589E846A77FBD1A684D1C15909B7,(Verified) Microsoft Windows
2,c:\windows\system32\wldap32.dll,WLDAP32.dll,69485DF106FC66F7AE52A81F7982770A,(Verified) Microsoft Windows
2,c:\windows\system32\dxp.dll,HKCR\CLSID\{566296fe-e0e8-475f-ba9c-a31ad31620b1},9CA9CE185E4B0CE3A8098C283697591A,(Verified) Microsoft Windows
2,c:\windows\system32\windows.cloudstore.dll,HKCR\CLSID\{578480AA-1B1C-4343-AABD-62C0A273DCB5},4C4E9CE375E8F25673C28A4BD5500016,(Verified) Microsoft Windows
2,c:\windows\system32\stobject.dll,HKCR\CLSID\{68ddbb56-9d1d-4fd9-89c5-c0da2a625392},E26FAEDB0FB44A4B0E986713BE288D27,(Verified) Microsoft Windows
2,c:\windows\system32\shell32.dll,HKCR\CLSID\{7849596a-48ea-486e-8937-a2a3009f31a9},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
2,c:\windows\system32\windows.fileexplorer.common.dll,HKCR\CLSID\{78DE489B-7931-4f14-83B4-C56D38AC9FFA},9BB18BF5F71BFEE727292514D98B88EE,(Verified) Microsoft Windows
2,c:\windows\system32\windows.storage.dll,HKCR\CLSID\{811F592B-CDE7-4ca4-A6D4-7BB3F60AD8FB},037C06BF10942A0FF39B7CEE8A8F74B2,(Verified) Microsoft Windows
2,c:\windows\system32\systemresetplatform\systemresetsso.dll,HKCR\CLSID\{872f8dc8-dde4-43bd-ac7a-e3d9fe86ceac},98C1D961C6067ECD97BA91ECD95E55D3,(Verified) Microsoft Windows
2,c:\windows\system32\hcproviders.dll,HKCR\CLSID\{900c0763-5cad-4a34-bc1f-40cd513679d5},BA771F5001A08FEEB1293B6B77103105,(Verified) Microsoft Windows
2,c:\windows\system32\wpdshserviceobj.dll,HKCR\CLSID\{AAA288BA-9A4C-45B0-95D7-94D524869DB5},502462F32A7EC5D19FA3BF897C169811,(Verified) Microsoft Windows
2,c:\windows\system32\pnidui.dll,HKCR\CLSID\{C2796011-81BA-4148-8FCA-C6643245113F},E6F8E64DC32C497304E7E5E8BE62BDD3,(Verified) Microsoft Windows
2,c:\windows\system32\pwsso.dll,HKCR\CLSID\{4DC9C264-730E-4CF6-8374-70F079E4F82B},5EA72472E241B5873B088C7A09ECA582,(Verified) Microsoft Windows
2,c:\windows\system32\sndvolsso.dll,HKCR\CLSID\{3BF043EF-A974-49B3-8322-B853CF1E5EC5},F3D2348F0F3506E9704BD3FF8CF60228,(Verified) Microsoft Windows
2,c:\windows\system32\cscui.dll,HKCR\CLSID\{C51F0A6B-2A63-4cf4-8938-24404EAEF422},D6548C098DAFA10F902F870AB5FFDF4F,(Verified) Microsoft Windows
2,c:\windows\system32\themeui.dll,themeui.dll,77C5F6E816BB5F0300A06091A27941E5,(Verified) Microsoft Windows
2,c:\windows\system32\unregmp2.exe,%SystemRoot%\system32\unregmp2.exe /FirstLogon,E73C8533F4278FDABBC5BE06807DD8FE,(Verified) Microsoft Windows
2,c:\windows\system32\shell32.dll,shell32.dll,6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
2,c:\windows\system32\ie4uinit.exe,C:\Windows\System32\ie4uinit.exe -UserConfig,436DA617AF963AC33F757605261718E9,(Verified) Microsoft Windows
2,c:\windows\system32\mscories.dll,C:\Windows\System32\Rundll32.exe C:\Windows\System32\mscories.dll,Install,E5CC59F160E63421A3FADD5D76D154DB,(Verified) Microsoft Corporation
2,c:\program files (x86)\microsoft\edge\application\95.0.1020.40\installer\setup.exe,"C:\Program Files (x86)\Microsoft\Edge\Application\95.0.1020.40\Installer\setup.exe" --configure-user-settings --verbose-logging --system-level --msedge --channel=stable,6B5C895FA7F048B343AD9C0687526120,(Verified) Microsoft Corporation
2,c:\windows\syswow64\unregmp2.exe,%SystemRoot%\system32\unregmp2.exe /ShowWMP,7DD5CC464B96E772339745E2A73A53D9,(Verified) Microsoft Windows
2,c:\windows\syswow64\unregmp2.exe,%SystemRoot%\system32\unregmp2.exe /FirstLogon,7DD5CC464B96E772339745E2A73A53D9,(Verified) Microsoft Windows
2,c:\windows\syswow64\mscories.dll,C:\Windows\SysWOW64\Rundll32.exe C:\Windows\SysWOW64\mscories.dll,Install,672CA7A975752AA601E3BEA0D6D589BE,(Verified) Microsoft Corporation
2,c:\windows\system32\iconcodecservice.dll,IconCodecService.dll,615048A45344E57A0CB5643B4B0CF4F5,(Verified) Microsoft Windows
2,c:\windows\system32\shell32.dll,HKCR\CLSID\{003e0278-eca8-4bb8-a256-3689ca1c2600},6BF179360B10864108B63B821D661CCF,(Verified) Microsoft Windows
